"Kinase.Gene","mS","Enrichment","m","z.score","p.value","FDR","Line","Drug","lgpadj"
"SRC",0.211197151657914,7.98193381737718,1,0.330790744179841,0.370401276378898,0.456541108094921,"HCT116","CUDC101",0.34052011141556
"CSNK2B",0.131384103196204,2.60028880775947,1,0.333374194427011,0.369425919995363,0.460789319564109,"PSC1","CUDC101",0.336497595791719
"DYRK1A",0.173033543486591,5.55117080362777,2,0.333949842662046,0.369208703820695,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"TBK1",0.227538550055947,1.75799615654179,1,0.334968880421723,0.368824280637922,0.489921344218948,"PC9","TSA",0.309873639387143
"CAMK4",0.244517052925823,52.2443135982147,1,0.335051114213884,0.368793264367106,0.497570894040425,"A549","Abexinostat",0.303145032110121
"WEE1",0.34105822327753,13.8843966238444,1,0.335699085670129,0.368548897690847,0.4843740064602,"PC9","Belinostat",0.314819170966224
"CAMK2A",0.0743090350566617,3.54985067144129,5,0.337168869587158,0.36799480158383,0.443266465544159,"HCT116","Abexinostat",0.353335123155911
"AKT3",0.203679957233025,6.68394573506228,2,0.337583115632712,0.367838683871256,0.482151214903747,"H292","Panobinostat",0.316816734584745
"PRKDC",0.155015430005813,27.8509343818237,2,0.33881296822735,0.367375315640581,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"TBK1",0.309164951304441,8.24725156696221,1,0.340763120584107,0.36664095800694,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"PRKG2",0.280796392520238,7.77213329797341,1,0.341076772424369,0.366522893417839,0.499793592202204,"A549","TSA",0.301209316214897
"RPS6KA2",0.175666812285475,7.24596569798822,1,0.341392653877433,0.36640400232438,0.456355690589235,"HCT116","TSA",0.340696529606074
"PRKD1",0.165609203402077,2.01371656439082,5,0.342250482767148,0.366081198398656,0.488376512257362,"PSC1","Panobinostat",0.311245230972666
"CDK16",0.258271883824236,8.22977694948164,1,0.343446604487231,0.365631251958308,0.498455373176598,"H292","Belinostat",0.302373718096003
"RPS6KA3",0.116963961783814,5.88819322528264,6,0.344005431109756,0.365421100828796,0.465393153485543,"H292","Abexinostat",0.332180010016457
"CAMK2B",0.268450885877032,7.33493043374504,1,0.344011374157072,0.365418866116274,0.477713635076737,"H292","TSA",0.320832362748303
"CAMK4",0.268450885877032,7.33493043374504,1,0.344011374157072,0.365418866116274,0.477713635076737,"H292","TSA",0.320832362748303
"CLK1",0.268772729922253,7.34372423479546,1,0.344488911774108,0.365239316727958,0.477713635076737,"H292","TSA",0.320832362748303
"PAK1",0.0951002024465395,2.53688294981831,7,0.344833636094313,0.365109722170088,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"PRKG1",0.0483992924276751,0.280368070679163,3,0.34527031889178,0.364945579154543,0.466090351248495,"PC9","Panobinostat",0.331529887504894
"RPS6KA3",0.124781784042809,3.97614418892598,6,0.346309114289065,0.364555209855329,0.498455373176598,"H292","Belinostat",0.302373718096003
"AURKB",0.0930787305792406,3.83934381352254,3,0.347024193077656,0.364286571708727,0.456355690589235,"HCT116","TSA",0.340696529606074
"CDK3",0.163792709706084,0.67074154072667,1,0.348083560656566,0.363888714979999,0.464416470641493,"PC9","CUDC101",0.333092386302394
"HIPK2",0.119964348913033,4.94833113834104,2,0.348275386585632,0.363816688391621,0.456355690589235,"HCT116","TSA",0.340696529606074
"MAPK9",0.0846155795393799,1.67466945456677,2,0.350251299027059,0.363075055438112,0.457790287291533,"PSC1","CUDC101",0.3393334257734
"CDK4",0.246147480631161,10.0206035679195,2,0.351511309349672,0.362602394756307,0.4843740064602,"PC9","Belinostat",0.314819170966224
"MAP3K8",0.273926563168089,3.33079591198196,1,0.351922287506338,0.362448272035447,0.488376512257362,"PSC1","Panobinostat",0.311245230972666
"AURKB",0.0728383900729236,1.42974555386322,3,0.352621428821677,0.362186135208527,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"ARAF",0.247578922210983,1.91283100635322,1,0.353774148213187,0.361754074461022,0.489921344218948,"PC9","TSA",0.309873639387143
"BRAF",0.247578922210983,1.91283100635322,1,0.353774148213187,0.361754074461022,0.489921344218948,"PC9","TSA",0.309873639387143
"PRKCI",0.247578922210983,1.91283100635322,1,0.353774148213187,0.361754074461022,0.489921344218948,"PC9","TSA",0.309873639387143
"RAF1",0.247578922210983,1.91283100635322,1,0.353774148213187,0.361754074461022,0.489921344218948,"PC9","TSA",0.309873639387143
"MAPK12",0.323018017647166,2.4894618312401,1,0.355007226643767,0.361292088666683,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"CAMK4",0.2910954606537,8.05720010264186,1,0.355434089592172,0.361132207057302,0.499793592202204,"A549","TSA",0.301209316214897
"PRKG2",0.165445166728791,3.24752498375961,1,0.355896092247407,0.360959191196903,0.478745160275978,"HCT116","Vorinostat",0.319895603364962
"NEK2",0.252103334249195,1.94778727627685,1,0.358019717073848,0.360164279081918,0.489921344218948,"PC9","TSA",0.309873639387143
"DAPK1",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"DAPK3",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"ILK",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"MAP3K12",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"MYLK",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"ROCK1",0.328848061123576,8.77231612429197,1,0.360111857424255,0.359381742946978,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"GSK3B",0.115500731551074,3.68040548623628,8,0.360147015284995,0.359368597662642,0.498455373176598,"H292","Belinostat",0.302373718096003
"MAPKAPK5",0.23194756029785,5.28672825294198,1,0.360735241205337,0.359148688702502,0.472286275325576,"PSC1","TSA",0.325794674869996
"SGK1",0.145648064623064,7.33220672683927,4,0.363853359923461,0.357983757094466,0.465393153485543,"H292","Abexinostat",0.332180010016457
"CDK3",0.0992572683397755,4.09419828542931,3,0.365299535949256,0.357443912383312,0.456355690589235,"HCT116","TSA",0.340696529606074
"CDK16",0.233241248131112,308.252884665733,1,0.365438981381437,0.357391873693536,0.488427370037416,"H292","Vorinostat",0.311200007456135
"CAMK2B",0.298603385041999,9.79894560584195,1,0.369527215204793,0.355867395780353,0.482151214903747,"H292","Panobinostat",0.316816734584745
"CAMK4",0.298603385041999,9.79894560584195,1,0.369527215204793,0.355867395780353,0.482151214903747,"H292","Panobinostat",0.316816734584745
"PRKCE",0.228331112974205,6.0909366385726,2,0.369537500268979,0.355863563434351,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"UHMK1",0.241662755559353,9.13334344643127,1,0.37319538173281,0.354501516571885,0.442084244195527,"HCT116","CUDC101",0.354494962997032
"MAPKAPK2",0.0989770057370372,3.18444418628746,7,0.37351096683232,0.354384092310535,0.442027469978732,"PSC1","Vorinostat",0.354550740403229
"SGK1",0.073307513472386,1.3911859374103,4,0.373543297876443,0.35437206321799,0.488712126486553,"H292","CUDC101",0.310946884624671
"CAMK2A",0.110552762590098,19.8625242436234,5,0.376331383329029,0.353335275369529,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"PRKD1",0.180855680012947,7.36259037780628,4,0.377215686279972,0.353006661964483,0.4843740064602,"PC9","Belinostat",0.314819170966224
"PRKAA1",0.324688285610152,5.4498701529281,1,0.378027730734267,0.352704996867635,0.467859083607505,"A549","Belinostat",0.329884934163409
"CAMK4",0.292468039596506,13.0835141768411,1,0.378559093105802,0.35250765201394,0.46168903333864,"A549","Vorinostat",0.335650441275324
"AURKA",0.0973239296670158,1.92618679797499,2,0.383187808660483,0.350790258362894,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"JAK2",0.261451136085731,8.38773733676032,1,0.383313889909817,0.350743520836987,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"MAP2K1",0.261451136085731,8.38773733676032,1,0.383313889909817,0.350743520836987,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"CSNK2B",0.29522420221858,8.06646243150443,1,0.383736408302443,0.350586912398277,0.477713635076737,"H292","TSA",0.320832362748303
"CDK2",-0.11516649810267,-0.667138035709341,55,0.384334436958745,0.350365293656918,0.466090351248495,"PC9","Panobinostat",0.331529887504894
"PIM1",0.296207159850997,8.09331995454647,1,0.385194876316383,0.350046519570203,0.477713635076737,"H292","TSA",0.320832362748303
"PIM3",0.296207159850997,8.09331995454647,1,0.385194876316383,0.350046519570203,0.477713635076737,"H292","TSA",0.320832362748303
"PRKCQ",0.296207159850997,8.09331995454647,1,0.385194876316383,0.350046519570203,0.477713635076737,"H292","TSA",0.320832362748303
"RPS6KA2",0.296207159850997,8.09331995454647,1,0.385194876316383,0.350046519570203,0.477713635076737,"H292","TSA",0.320832362748303
"RIPK3",0.285997300910738,9.11324128588049,1,0.385415095167087,0.349964950240742,0.498455373176598,"H292","Belinostat",0.302373718096003
"CSNK1D",0.220488244420233,6.0244388056212,2,0.385863332656323,0.34979894392075,0.477713635076737,"H292","TSA",0.320832362748303
"CHEK2",0.263889503666428,8.46596375835312,1,0.387372679846115,0.349240163182819,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"RPS6KB2",0.332360142056569,5.57864172652002,1,0.388967201791867,0.348650204399839,0.467859083607505,"A549","Belinostat",0.329884934163409
"PAK4",0.161846211211734,3.20317969491082,1,0.389199789139938,0.348564179711672,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"CDK16",0.20993346721949,3.98399118389897,1,0.389291454565226,0.348530278503399,0.488712126486553,"H292","CUDC101",0.310946884624671
"MAP3K8",0.247087541721886,5.63181042341485,1,0.38977447407851,0.348351660307066,0.472286275325576,"PSC1","TSA",0.325794674869996
"CHEK2",0.187814323399282,4.28080937151107,2,0.39044387394815,0.348104175186525,0.472286275325576,"PSC1","TSA",0.325794674869996
"PRKCD",0.140977982192293,7.09710569818907,5,0.391696810609239,0.347641123441158,0.465393153485543,"H292","Abexinostat",0.332180010016457
"SMG1",0.292886800829259,14.7444909535904,1,0.394884392569235,0.346464104426469,0.465393153485543,"H292","Abexinostat",0.332180010016457
"PRKG2",0.22904648019804,10.9418834587516,1,0.395765700799251,0.34613894099507,0.435915498630899,"HCT116","Abexinostat",0.360597689710882
"PRKCD",0.16400838134019,4.37507024743844,4,0.396144886426533,0.345999073287296,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"RET",0.104656908521897,2.07131746736357,2,0.402192850720999,0.343771051662577,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"CDK1",0.0362524511381696,1.47582839478789,52,0.4026624535812,0.343598279316256,0.4843740064602,"PC9","Belinostat",0.314819170966224
"PLK4",0.324333228503006,10.6432941603159,1,0.404987119603996,0.34274348941364,0.482151214903747,"H292","Panobinostat",0.316816734584745
"PRKD1",0.086810227669222,0.670708530723635,4,0.405827516996423,0.342434669358474,0.489921344218948,"PC9","TSA",0.309873639387143
"AKT3",0.265914194399341,10.0498964315326,1,0.406950611974582,0.342022131114723,0.442084244195527,"HCT116","CUDC101",0.354494962997032
"MAPK12",0.34975767949913,3.05036357167337,1,0.407105348924467,0.341965307490696,0.448169774963296,"PSC1","Abexinostat",0.348557436085831
"CHUK",0.302488606517495,9.63873312316349,1,0.41037829783042,0.340764231828357,0.498455373176598,"H292","Belinostat",0.302373718096003
"ROCK1",0.131082564451645,173.239420322805,4,0.411791640023551,0.340246074716997,0.486065821024282,"H292","Vorinostat",0.313304916391879
"PAK4",0.207204589126075,6.64742825210355,2,0.414389584045465,0.339294407932651,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"PRKCA",0.242437243171955,2.94790315013668,2,0.415934439878739,0.338728988672352,0.473935097843087,"PSC1","Panobinostat",0.324281127900824
"RPS6KB1",0.153975667464785,203.495068066481,3,0.418547332113763,0.337773493915635,0.486065821024282,"H292","Vorinostat",0.313304916391879
"DYRK2",0.321761763867552,2.48597850369611,1,0.423385041269031,0.336007178496185,0.489921344218948,"PC9","TSA",0.309873639387143
"PAK2",0.182315386199569,3.60829542299439,1,0.426712093488549,0.334794520502783,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"MAPK11",0.328172308270959,14.6807393164509,1,0.428597855959685,0.334107953055046,0.451497233858171,"A549","Vorinostat",0.345344906089817
"RPS6KA1",0.172150303491631,3.21131376488351,4,0.428673244574924,0.334080517123593,0.442165390310638,"PC9","Abexinostat",0.354415254035345
"AURKB",0.160043281261856,28.7542661044038,3,0.428919705391735,0.333990829634986,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"DAPK1",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"DAPK3",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"ILK",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAP3K12",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MYLK",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"ROCK1",0.260686121867851,1.06752621250033,1,0.430749980326033,0.33332508655601,0.464416470641493,"PC9","CUDC101",0.333092386302394
"MAPK13",0.252059502686943,8.27156515964323,2,0.431875625936415,0.33291590535889,0.482151214903747,"H292","Panobinostat",0.316816734584745
"TTK",0.173540395266286,8.29027705969362,2,0.435420616529585,0.331628574206029,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"UHMK1",0.311065251569024,1.80194296369232,1,0.436237578273279,0.331332183003585,0.465935882348791,"PC9","Panobinostat",0.331673842661869
"PRKD1",0.185330669179884,4.94386134440846,4,0.438065024050221,0.330669573889537,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"AURKA",0.205688050854808,4.68820119664247,2,0.438926923222619,0.33035724387216,0.467334637672811,"PSC1","TSA",0.330372028963529
"PRKCG",0.195313345548654,9.83245352267142,3,0.439524711354183,0.330140690250556,0.465393153485543,"H292","Abexinostat",0.332180010016457
"RIPK3",0.257148920658183,12.2843779085922,1,0.440257280255329,0.329875388779997,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"BUB1",0.273622119945698,6.23660706018735,1,0.440669106948361,0.329726282377544,0.467334637672811,"PSC1","TSA",0.330372028963529
"MAP3K2",0.258333255034029,12.3409552840903,1,0.442132309830082,0.329196732600201,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"ARAF",0.412418971850812,11.001644906677,1,0.442263081189767,0.329149421614817,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"BRAF",0.412418971850812,11.001644906677,1,0.442263081189767,0.329149421614817,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"PRKCI",0.412418971850812,11.001644906677,1,0.442263081189767,0.329149421614817,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"RAF1",0.412418971850812,11.001644906677,1,0.442263081189767,0.329149421614817,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"MTOR",0.0469107160879924,0.890243379487226,9,0.442931518655222,0.328907634387252,0.488712126486553,"H292","CUDC101",0.310946884624671
"CDK16",0.326832089159579,16.4533627610134,1,0.4439809220756,0.328528188563074,0.465393153485543,"H292","Abexinostat",0.332180010016457
"MAPK3",0.167439646664368,1.46030188492292,24,0.447738361385905,0.327171016355014,0.436228021806685,"PSC1","Abexinostat",0.360286440258609
"CDK1",0.0753212109555955,2.05801460010006,61,0.448732505427979,0.326812316478704,0.477713635076737,"H292","TSA",0.320832362748303
"CLK4",0.277929726228165,6.33478935538727,1,0.448931308760835,0.326740604881265,0.467334637672811,"PSC1","TSA",0.330372028963529
"DAPK3",0.356714723599354,11.7059228007793,1,0.449614080594253,0.32649436671757,0.482151214903747,"H292","Panobinostat",0.316816734584745
"ILK",0.356714723599354,11.7059228007793,1,0.449614080594253,0.32649436671757,0.482151214903747,"H292","Panobinostat",0.316816734584745
"MAP3K12",0.356714723599354,11.7059228007793,1,0.449614080594253,0.32649436671757,0.482151214903747,"H292","Panobinostat",0.316816734584745
"MYLK",0.356714723599354,11.7059228007793,1,0.449614080594253,0.32649436671757,0.482151214903747,"H292","Panobinostat",0.316816734584745
"MAP3K8",0.143032417488002,6.83286659381987,3,0.449621098001521,0.326491836317822,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"EGFR",0.339677250204287,9.28106082434584,1,0.44969382749439,0.326465611334166,0.477713635076737,"H292","TSA",0.320832362748303
"CDK1",0.0504273936464348,10.7744819270506,50,0.451901867806404,0.325669839408141,0.488504759112211,"A549","Abexinostat",0.311131200939878
"TTK",0.205495308250593,36.9204300865099,2,0.453254526064163,0.325182736744501,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"JAK2",0.299883562560108,11.3337264753986,1,0.454232088797452,0.324830894675349,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"MAP2K1",0.299883562560108,11.3337264753986,1,0.454232088797452,0.324830894675349,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"MAP3K2",0.472049261198861,19.2170096515879,1,0.455969551641072,0.324205936841871,0.4843740064602,"PC9","Belinostat",0.314819170966224
"SRC",0.267141752414403,12.7617500140483,1,0.456077858852537,0.324166995580341,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"PAK4",0.327054182555705,13.3142955606014,2,0.456566352642616,0.323991384235371,0.4843740064602,"PC9","Belinostat",0.314819170966224
"ATR",0.225228861454455,4.20144796940714,3,0.45852568517028,0.323287406797102,0.434266665846853,"PC9","Abexinostat",0.362243505646693
"MAP3K2",0.292471160989697,52.5469955667923,1,0.459927079977111,0.322784280977484,0.451072379685896,"HCT116","Belinostat",0.345753765048708
"CSNK1D",0.361286887212894,2.79135539438503,1,0.460474199257198,0.322587943307375,0.489921344218948,"PC9","TSA",0.309873639387143
"CHEK2",0.295670538392636,1.21078961832203,1,0.46059758702917,0.322543671555175,0.464416470641493,"PC9","CUDC101",0.333092386302394
"RPS6KA3",0.166917517555499,5.47755235580618,6,0.46060865486099,0.322539700520374,0.482151214903747,"H292","Panobinostat",0.316816734584745
"CAMK2B",0.25485819166493,11.4010432330741,2,0.460821067867181,0.322463492638388,0.451497233858171,"A549","Vorinostat",0.345344906089817
"EGFR",0.3663371988728,12.0216932056754,1,0.462875414803191,0.321726835395595,0.482151214903747,"H292","Panobinostat",0.316816734584745
"JAK2",0.247965031447615,10.228147757643,1,0.464858489775781,0.321016399301194,0.456355690589235,"HCT116","TSA",0.340696529606074
"MAP2K1",0.247965031447615,10.228147757643,1,0.464858489775781,0.321016399301194,0.456355690589235,"HCT116","TSA",0.340696529606074
"DYRK2",0.383855634495302,2.9583301815266,1,0.466760108929892,0.320335759536869,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"IKBKE",0.339855496747651,10.8294208872998,1,0.466941269614276,0.32027094881315,0.498455373176598,"H292","Belinostat",0.302373718096003
"OXSR1",0.388010184649642,6.51272379716582,1,0.46831983756562,0.319777942114964,0.459204768550335,"A549","Belinostat",0.337993610713863
"ATR",0.238103482345716,6.35162333113617,3,0.469227858707225,0.319453387235578,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"ROCK1",0.194806481179909,5.32273150386183,4,0.469482284078204,0.319362472515207,0.477713635076737,"H292","TSA",0.320832362748303
"ATR",0.168396902355664,6.36435159803383,3,0.469762819730744,0.319262240303207,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"PRKCB",0.201309145424353,6.60614535797813,4,0.47087989287978,0.318863253787468,0.482151214903747,"H292","Panobinostat",0.316816734584745
"NEK2",0.307872882263799,1.26075899084971,1,0.471008244027405,0.318817423867277,0.464416470641493,"PC9","CUDC101",0.333092386302394
"PRKCA",0.0329383463541167,0.134884618626761,4,0.472885445601784,0.318147454585587,0.464416470641493,"PC9","CUDC101",0.333092386302394
"SGK1",0.156652821127643,33.4709543367529,5,0.474728648975433,0.317490197595566,0.488504759112211,"A549","Abexinostat",0.311131200939878
"DYRK2",0.4181435827512,6.97653675925825,1,0.476991575717865,0.316684060234045,0.45240580033435,"A549","Panobinostat",0.344471835583335
"SMG1",0.305493062648897,403.74127030034,1,0.478276015764435,0.31622688236138,0.462771047358118,"H292","Vorinostat",0.334633819914615
"ARAF",0.359762514451141,2.08403712161865,1,0.480157127633648,0.315557834638177,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"BRAF",0.359762514451141,2.08403712161865,1,0.480157127633648,0.315557834638177,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"PRKCI",0.359762514451141,2.08403712161865,1,0.480157127633648,0.315557834638177,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"RAF1",0.359762514451141,2.08403712161865,1,0.480157127633648,0.315557834638177,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"PRKG2",0.320729608464567,10.2894779965333,1,0.481985997033878,0.31490794687466,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"PRKAA1",0.155913792238845,7.84900341257023,6,0.481996979871264,0.314904045857278,0.465393153485543,"H292","Abexinostat",0.332180010016457
"CDK4",0.309775310306137,8.26353343918578,2,0.482760341159092,0.314632956556186,0.497203233436823,"PC9","Vorinostat",0.303466055695711
"DAPK1",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"DAPK3",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"ILK",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"MAP3K12",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"MYLK",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"ROCK1",0.502533087335801,20.4579987373522,1,0.483958519682298,0.314207653904654,0.4843740064602,"PC9","Belinostat",0.314819170966224
"CSNK1D",0.32329857174294,1.3239281681994,1,0.484168958380664,0.314132982515767,0.464416470641493,"PC9","CUDC101",0.333092386302394
"CAMK1",0.38237206082229,12.5478919961484,1,0.484974059617919,0.313847373241593,0.482151214903747,"H292","Panobinostat",0.316816734584745
"ATM",0.307659688811409,5.73912315889636,2,0.485061911289938,0.313816214647826,0.427931201792489,"PC9","Abexinostat",0.368626046602589
"PRKCD",0.239702715180327,9.75823874701847,4,0.485277435433221,0.313739779732672,0.4843740064602,"PC9","Belinostat",0.314819170966224
"PRKAA1",0.147931161551159,4.75947442402838,4,0.485926423320352,0.313509666641435,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"PRKCE",0.209917660024345,1.21601383802167,2,0.487922953317263,0.312802207791509,0.459490191783076,"PC9","Panobinostat",0.337723754571559
"JAK2",0.215746710570841,4.26995156309359,1,0.487979145792202,0.312782306269665,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"MAP2K1",0.215746710570841,4.26995156309359,1,0.487979145792202,0.312782306269665,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"CHEK2",0.261785203195484,10.7982070028841,1,0.488459611309395,0.312612163511242,0.456355690589235,"HCT116","TSA",0.340696529606074
"MAPKAPK2",0.188849665514745,9.50705930375463,4,0.48882202433784,0.312483851990595,0.465393153485543,"H292","Abexinostat",0.332180010016457
"MAP2K7",0.197340290105123,6.34914276165444,2,0.488891595903222,0.312459222933793,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"MAPK8",0.147648683583741,31.547100847206,6,0.489227667754707,0.312340261806031,0.488504759112211,"A549","Abexinostat",0.311131200939878
"CSNK1D",0.216511498896581,4.28508787315964,1,0.489380715345175,0.312286093222976,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"ATR",0.270079077201506,7.37941778963074,2,0.489922059745259,0.312094526170234,0.477713635076737,"H292","TSA",0.320832362748303
"SGK1",0.208468479219335,6.84108550248194,4,0.490613343051506,0.311849973678385,0.482151214903747,"H292","Panobinostat",0.316816734584745
"PRKCD",0.176644957742438,5.62875284736842,5,0.491680882741254,0.311472477437011,0.498455373176598,"H292","Belinostat",0.302373718096003
"SRC",0.264052614873644,10.8917339874603,1,0.492331738194593,0.311242423468218,0.456355690589235,"HCT116","TSA",0.340696529606074
"MAPK13",0.284513156081919,2.19270939655526,3,0.492383037786557,0.311224294042179,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"AURKB",0.231088592292019,1.78097257340726,7,0.49248455803511,0.31118841783886,0.462488057679151,"PSC1","Belinostat",0.334899477089289
"HIPK2",0.208399664057751,44.5273541150469,3,0.492933441227498,0.311029808675418,0.488504759112211,"A549","Abexinostat",0.311131200939878
"CDK6",0.374588604533213,16.7571654142273,1,0.493649294553761,0.310776940436517,0.451497233858171,"A549","Vorinostat",0.345344906089817
"MAP3K8",0.374588604533213,16.7571654142273,1,0.493649294553761,0.310776940436517,0.451497233858171,"A549","Vorinostat",0.345344906089817
"AURKB",0.14067235904619,185.91334429983,5,0.49388566680237,0.310693463850169,0.462771047358118,"H292","Vorinostat",0.334633819914615
"TTBK2",0.218969912945767,4.33374358097683,1,0.493886064294646,0.310693323481074,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"PAK2",0.270869401544662,8.71483719444638,1,0.498586081665527,0.309035506181129,0.422591331305591,"PSC1","Vorinostat",0.374079415955643
"SRC",0.331049296911177,10.6205487938657,1,0.499163656359904,0.308832047862014,0.481598160390794,"HCT116","Panobinostat",0.317315180665624
"PAK4",0.354827070501079,4.31450145694818,1,0.500450051708055,0.308379108955744,0.44514713428712,"PSC1","Panobinostat",0.351496418125863
"MAPK13",0.364199067667191,77.8159644724424,1,0.502246448019603,0.307747086945247,0.488504759112211,"A549","Abexinostat",0.311131200939878
"PRKCB",0.364199067667191,77.8159644724424,1,0.502246448019603,0.307747086945247,0.488504759112211,"A549","Abexinostat",0.311131200939878
"RPS6KA1",0.12199904325101,5.82807171792185,5,0.505997534609739,0.306429190196287,0.433380785662612,"HCT116","Abexinostat",0.363130347436327
"CAMK2A",0.0874641853445053,1.71683544890788,5,0.509020900352785,0.30536878714133,0.469117267202622,"HCT116","Vorinostat",0.328718581308218
"TBK1",0.529866032192798,21.5707162189753,1,0.509054480951674,0.305357018361269,0.4843740064602,"PC9","Belinostat",0.314819170966224
"DYRK1B",0.359668464195752,4.37337013379358,1,0.509338517365388,0.305257481964478,0.44514713428712,"PSC1","Panobinostat",0.351496418125863
"MAP3K2",0.339558503882707,12.8331915645787,1,0.509455071153652,0.305216641564474,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"NEK2",0.341449737667567,12.9046683945711,1,0.512087452360811,0.304294902908505,0.430488966235033,"HCT116","CUDC101",0.366037975370952
"SMG1",0.403935645090681,13.2555209109486,1,0.514692181992822,0.303384068722864,0.482151214903747,"H292","Panobinostat",0.316816734584745
"TLK2",0.230424914238723,4.5604552677816,1,0.514878776266207,0.303318866339713,0.454109744310797,"PSC1","CUDC101",0.342839178885194
"SRC",0.262649092236619,5.15554189865475,1,0.515767020976373,0.303008569347805,0.469117267202622,"HCT116","Vorinostat",0.328718581308218
"ROCK2",0.372848483561215,11.8807351780865,1,0.516883380683896,0.302618784863599,0.498455373176598,"H292","Belinostat",0.302373718096003
"CDK3",0.188323531548608,7.11745377849846,3,0.517802270201154,0.302298117114991,0.430488966235033,"HCT116","CUDC101",0.366037975370952
